10
52
94
137
179
221
263
306
348
390
432
475
517
559
601
644
686
728
770
813
855
897
939
982
1024
1066
1109
1151
1193
1235
1278
1320
1362
1404
1447
1490
1532
1574
1616
1659
1701
1743
1785
1828
1870
1912
1954
1996
2039
2081
2123
2165
2208
2250
2292
2334
2377
2419
2461
2503
2546
2588
2630
2672
2715
2757
2799
2841
2884
2926
2968
3010
3053
3095
3137
3179
3222
3264
3306
3348
3391
3433
3475
3517
3560
3602
3644
3686
3729
3771
3813
3855
3898
3940
3982
4024
4067
4109
4151
4193
