13764,25.27,39.011,0,193,7
4049,3.079,4.045,0,28,1
3561,5.748,7.85,0,46,2
3729,5.685,7.26,0,44,3
12132,5.798,8.843,0,73,2
3746,18.872,27.079,0,140,6
2508,3.923,5.122,0,33,2
4450,2.629,3.785,0,33,1
7149,11.376,14.174,0,69,5
5344,4.609,6.198,0,43,2
4615,34.108,41.894,0,203,12
2495,15.079,19.951,0,98,6
5505,15.455,29.044,0,155,4
5672,2.634,3.851,0,31,1
1997,5.082,6.698,0,45,2
2811,3.058,4.362,0,37,1
3791,7.857,11.363,0,75,3
6566,13.424,16.865,0,85,6
5969,10.986,14.36,0,84,5
5937,10.061,12.576,0,86,5
5542,3.087,4.269,0,39,1
3552,2.405,3.684,0,29,0
4613,3.111,4.385,0,30,1
2984,8.486,11.812,0,66,3
7832,5.775,7.478,0,49,3
3662,7.969,10.587,0,60,4
12075,4.811,6.215,0,46,2
3315,5.589,7.836,0,57,2
4453,5.791,7.581,0,40,3
3468,14.115,22.07,0,119,4
4205,8.059,11.893,0,75,3
2984,13.701,22.253,0,129,4
2782,8.52,11.265,0,57,4
2937,6.645,10.526,0,73,2
2914,7.822,13.464,0,96,2
5132,14.9,20.273,0,110,6
10072,4.318,6.098,0,44,2
3981,5.719,8.402,0,53,2
8061,19.126,25.842,0,120,6
6086,18.209,22.524,0,120,8
5014,10.013,15.123,0,91,3
4713,10.266,14.493,0,87,4
4378,4.121,5.45,0,48,2
9302,3.492,4.949,0,40,1
2779,4.109,5.769,0,44,1
4488,3.664,5.653,0,40,1
2940,4.599,6.083,0,45,2
5139,4.849,6.459,0,47,2
7014,3.423,5.467,0,55,1
3499,1.895,2.875,0,21,0
5738,5.149,6.949,0,51,2
4657,4.184,5.556,0,39,2
5296,11.642,16.374,0,88,4
3824,4.805,6.381,0,52,2
2555,9.223,13.433,0,76,3
13819,13.488,15.415,0,106,7
3907,4.676,5.926,0,38,2
1969,4.262,6.66,0,44,1
5134,13.031,15.881,0,85,6
5088,8.557,11.147,0,62,4
2547,10.964,15.125,0,74,4
1789,5.511,9.073,0,51,0
2618,13.153,19.33,0,96,4
5923,12.647,15.41,0,88,6
2733,5.501,7.28,0,43,2
5397,4.994,6.261,0,49,3
3444,7.704,10.136,0,50,3
4809,12.46,16.908,0,84,5
4224,2.695,3.97,0,39,0
3227,5.887,8.785,0,55,2
5446,8.88,13.825,0,86,3
3305,7.99,10.928,0,63,3
4147,4.7,6.485,0,39,2
3435,9.708,15.335,0,95,3
3674,24.933,35.092,0,158,7
2551,3.16,4.446,0,30,1
2868,5.457,7.427,0,44,2
4644,4.207,5.478,0,48,2
2202,2.694,4.083,0,31,0
4124,2.853,4.121,0,27,1
7344,14.517,18.531,0,107,6
5506,6.338,7.83,0,48,3
4062,2.739,4.01,0,45,1
2101,8.343,10.469,0,59,4
3998,10.051,12.793,0,73,4
5847,8.88,11.862,0,65,4
2545,10.726,13.313,0,74,5
4760,19.869,28.148,0,130,7
8713,5.673,11.165,0,95,2
3969,2.967,4.324,0,29,0
5376,13.848,16.574,0,90,7
3258,12.554,16.908,0,95,5
6324,8.864,10.553,0,61,5
5578,4.278,5.752,0,46,2
4225,2.937,4.195,0,28,1
4133,16.054,21.286,0,104,6
2533,10.997,15.081,0,92,4
1837,3.083,4.395,0,32,1
6491,3.489,4.655,0,35,1
5707,9.903,11.344,0,90,6
2359,11.676,15.445,0,75,5
4993,14.136,15.513,0,86,9
5069,10.578,13.444,0,75,5
3816,33.82,49.203,0,200,9
5089,9.483,11.601,0,66,5
3922,9.293,11.577,0,72,5
3632,7.782,10.779,0,61,3
3155,2.569,3.959,0,35,0
2379,11.401,14.547,0,71,5
4440,2.741,4.05,0,35,0
5804,24.551,29.979,0,141,10
7881,3.066,4.396,0,40,1
3239,7.43,8.813,0,53,4
2880,6.366,8.17,0,46,3
5500,12.279,13.885,0,87,7
4064,6.798,8.157,0,51,4
6488,3.265,5.466,0,47,1
1929,3.418,5.141,0,42,1
3051,2.244,3.581,0,42,0
3009,4.729,6.328,0,40,2
1538,2.642,3.856,0,28,0
5548,19.805,30.064,0,134,6
7115,24.289,32.414,0,160,8
2701,2.297,3.483,0,39,0
4959,4.335,5.746,0,40,2
6934,13.547,19.49,0,112,4
2135,5.955,8.645,0,50,2
4487,4.639,6.017,0,36,2
4230,9.726,11.852,0,68,5
5179,4.387,5.65,0,42,2
2856,6.136,9.111,0,75,2
2450,3.88,5.852,0,37,1
5387,4.254,5.671,0,47,2
3492,8.558,12.648,0,66,3
4752,3.182,4.421,0,36,1
