2391,4.066,6.947,0,41,0
4532,2.115,3.252,0,30,0
7761,20.281,26.616,0,135,8
3782,3.328,4.839,0,34,1
3150,5.295,6.565,0,40,3
3021,8.507,10.932,0,69,4
4097,2.227,3.535,0,32,0
3967,2.224,3.356,0,30,0
3490,4.68,6.26,0,44,2
2473,9.068,13.716,0,80,3
4027,5.856,7.343,0,47,3
3508,2.076,3.32,0,25,0
4259,2.327,3.572,0,35,0
4333,3.67,4.904,0,37,2
3608,15.45,19.751,0,107,6
4301,8.472,11.668,0,76,4
3952,2.474,3.822,0,40,0
3949,2.396,3.605,0,26,0
7569,14.09,23.966,0,136,4
5366,22.156,31.294,0,173,7
2330,6.428,8.192,0,51,3
2818,8.295,12.133,0,65,3
9737,8.819,10.755,0,63,5
6677,5.56,7.291,0,54,3
4703,15.91,21.569,0,100,5
3235,6.67,9.506,0,59,3
9566,15.584,25.502,0,142,4
5028,2.271,3.744,0,39,0
3023,6.783,9.062,0,52,3
3845,5.155,6.976,0,43,2
2429,8.317,10.48,0,67,4
6932,19.467,25.432,0,137,7
3240,2.424,3.897,0,41,0
5891,3.841,5.282,0,39,1
2810,7.539,9.225,0,49,4
2863,19.221,27.191,0,128,6
4515,2.55,3.921,0,31,0
5466,9.751,12.807,0,68,4
3296,2.417,3.656,0,37,0
5220,4.159,5.558,0,37,2
2972,9.343,13.369,0,83,3
8572,17.846,29.009,0,164,5
2478,7.862,12.218,0,76,2
4445,3.176,4.616,0,36,1
2738,10.386,16.723,0,106,3
2407,3.854,5.55,0,32,1
3360,4.415,5.983,0,41,2
3331,3.705,5.203,0,41,1
6779,3.389,5.396,0,45,0
3081,3.777,5.213,0,35,1
4101,3.113,4.427,0,32,1
5049,3.906,5.293,0,50,1
5751,5.139,6.643,0,45,2
3567,4.488,6.343,0,39,1
8093,45.657,61.933,0,267,8
9654,7.095,9.541,0,65,3
6468,14.078,19.247,0,98,5
4326,3.712,5.223,0,45,1
5689,5.155,6.545,0,48,3
4046,14.59,21.101,0,110,5
6061,5.906,7.649,0,49,3
9792,13.165,17.859,0,116,6
3669,19.898,36.929,0,199,3
1834,13.373,15.818,0,83,7
3324,10.7,14.754,0,91,4
3294,5.637,7.55,0,49,2
4024,5.361,7.413,0,47,2
5520,8.592,11.003,0,74,4
3149,2.388,3.804,0,40,0
3361,2.35,3.838,0,31,0
4998,8.796,10.328,0,60,5
4321,3.228,4.596,0,29,1
2734,2.274,3.547,0,28,0
5277,18.138,24.434,0,121,6
2877,2.222,3.29,0,31,0
6087,2.561,4.007,0,37,0
3204,2.507,3.762,0,28,0
3957,5.559,8.323,0,51,2
2698,3.232,4.938,0,35,1
5798,9.024,11.551,0,58,4
2170,6.242,10.461,0,65,1
7159,17.969,24.271,0,138,7
2379,8.044,13.586,0,72,1
12220,12.842,17.551,0,110,6
4312,3.532,5.112,0,44,1
7959,9.789,12.178,0,61,4
10963,10.25,19.51,0,136,2
10659,10.789,15.053,0,92,4
6539,12.595,16.551,0,86,5
5631,12.06,15.904,0,78,4
2158,7.278,10.2,0,68,3
2789,15.867,30.366,0,139,3
2467,6.585,9.467,0,57,2
2770,49.073,71.208,0,272,9
8863,10.341,16.164,0,109,3
4079,7.89,11.088,0,69,3
13874,9.521,12.189,0,72,4
4357,5.044,7.461,0,55,2
5362,4.802,6.367,0,53,2
7881,11.023,14.058,0,77,5
3168,4.158,6.343,0,43,1
4813,26.335,36.616,0,173,8
6090,5.101,7.118,0,53,2
3782,2.901,4.423,0,38,0
7657,13.813,24.142,0,147,4
3536,5.627,7.413,0,40,2
3921,20.749,28.806,0,132,6
3760,3.259,4.645,0,28,1
3948,2.742,4.269,0,36,0
8082,4.328,5.663,0,45,2
5584,9.282,12.148,0,71,4
2491,6.391,11.328,0,60,1
4260,2.375,3.741,0,29,0
8872,2.494,3.842,0,30,0
2423,5.595,9.354,0,56,1
5091,12.976,17.176,0,99,5
5792,7.375,9.524,0,59,3
6086,8.934,13.578,0,84,3
1642,2.61,4.071,0,31,0
4605,6.063,8.448,0,57,2
6575,13.938,17.153,0,87,6
9287,4.079,5.75,0,44,1
5723,8.848,12.85,0,87,3
6400,4.608,7.596,0,56,1
3848,11.612,17.978,0,100,3
2751,38.919,58.836,0,222,8
3275,20.951,31.704,0,143,6
2204,2.184,3.644,0,26,0
7637,15.666,20.295,0,111,7
10085,8.822,10.753,0,63,5
4548,13.996,18.207,0,92,6
2454,4.686,6.216,0,62,2
2186,13.685,25.693,0,139,3
5684,9.644,12.56,0,64,4
7224,3.033,5.163,0,39,0
3795,20.99,28.442,0,123,6
9463,11.42,15.428,0,102,5
9605,24.511,38.506,0,189,8
3081,2.166,3.858,0,35,0
9357,29.353,41.74,0,228,11
4283,5.06,7.003,0,53,2
3654,6.334,8.15,0,58,3
8538,12.958,19.844,0,112,4
2027,5.756,8.723,0,59,1
4993,30.292,41.262,0,179,8
4403,2.523,4,0,33,0
2120,2.211,3.785,0,36,0
4192,10.315,13.593,0,82,4
3425,10.403,13.024,0,79,5
2501,7.612,12.07,0,67,2
7749,5.424,7.316,0,61,2
3831,18.942,26.01,0,127,6
3155,20.051,25.13,0,120,8
2581,4.055,5.63,0,36,1
3648,8.831,10.977,0,61,4
2476,8.239,11.284,0,63,3
2616,5.548,7.497,0,49,2
3408,5.412,7.188,0,47,2
7578,8.544,11.043,0,76,4
6725,51.399,58.663,0,248,21
1969,7.407,9.202,0,52,4
6195,19.007,21.7,0,98,9
4528,8.543,10.154,0,58,5
2566,4.657,6.578,0,36,0
2210,5.295,7.596,0,45,2
2516,4.01,5.791,0,37,2
4161,3.266,4.361,0,45,1
5347,10.019,14.408,0,85,3
2762,6.522,10.023,0,61,2
3411,3.185,4.337,0,38,1
4563,8.525,10.533,0,58,4
7454,4.252,5.613,0,42,2
2017,3.752,4.956,0,33,2
4769,2.975,4.145,0,29,1
2084,6.831,10.734,0,56,2
3106,4.381,5.928,0,42,2
11192,4.099,5.379,0,45,2
8160,6.459,10.146,0,74,2
4759,7.659,9.414,0,56,4
9526,9.526,12.009,0,69,5
6683,7.687,10.128,0,62,3
5079,5.032,6.374,0,40,3
5413,9.224,12.1,0,70,4
3856,10.42,14.024,0,78,4
6444,16.788,21.456,0,109,7
4022,15.814,22.579,0,119,5
2235,5.708,7.672,0,46,2
2769,5.861,8.476,0,50,2
2742,11.91,15.857,0,80,5
5575,17.204,21.755,0,117,7
5636,8.252,10.904,0,57,4
2129,16.761,25.975,0,123,4
3547,6.513,8.53,0,51,3
3994,5.843,7.385,0,51,3
4015,12.401,16.954,0,86,5
12477,15.084,19.867,0,122,6
5119,12.824,14.82,0,74,7
2530,3.153,4.526,0,27,1
6924,18.554,21.016,0,97,9
4531,2.691,3.982,0,31,0
4212,12.86,16.007,0,84,6
5206,11.143,14.192,0,79,5
5453,23.733,31.309,0,156,10
5118,3.838,5.655,0,38,1
10057,4.425,5.807,0,43,2
2665,2.528,3.883,0,31,0
4594,4.491,6.149,0,41,2
4497,3.444,4.487,0,32,1
4782,14.634,19.113,0,110,6
2300,7.27,10.648,0,64,3
4980,10.782,14.238,0,83,5
4506,10.591,14.133,0,85,5
3976,3.119,4.474,0,50,1
5526,9.662,14.789,0,104,4
5258,2.802,4.131,0,32,0
1599,2.25,3.788,0,36,0
6081,2.97,4.312,0,31,0
3826,19.808,27.021,0,121,6
2222,2.584,3.891,0,33,0
7019,12.779,15.437,0,92,6
4058,14.386,19.487,0,100,5
5518,13.738,16.113,0,88,7
3974,12.773,16.074,0,89,6
2455,10.782,14.205,0,67,4
5601,9.42,10.938,0,65,5
6019,44.374,48.022,0,206,21
6264,11.101,13.735,0,80,5
2780,2.539,3.74,0,35,0
8800,6.181,8.159,0,54,3
5121,10.018,12.22,0,69,5
2935,2.508,3.8,0,32,0
3052,3.74,4.914,0,38,2
4894,55.749,64.07,0,245,21
1771,12.486,15.302,0,69,5
2118,4.346,5.948,0,34,2
4535,6.94,8.92,0,57,3
2402,3.764,5.548,0,39,1
6300,24.575,30.578,0,133,9
6933,12.538,17.418,0,99,4
6480,8.16,11.247,0,66,4
11150,42.219,61.345,0,292,11
4155,13.605,18.561,0,94,5
5043,15.408,19.271,0,109,6
2434,6.548,9.247,0,51,2
3394,5.816,8.986,0,47,1
3584,24.82,36.478,0,153,6
1728,3.625,5.498,0,36,1
4327,8.146,11.149,0,63,3
5804,5.868,8.112,0,53,2
7834,10.316,18.388,0,101,3
7148,23.164,29.115,0,131,8
2247,12.542,19.463,0,94,3
1705,2.93,4.314,0,27,1
5029,24.912,31.553,0,141,9
3999,6.152,9.003,0,59,2
10016,14.854,19.562,0,116,7
4755,5.358,7.518,0,44,2
5622,9.535,13.11,0,89,4
5073,16.482,24.032,0,111,5
9115,14.925,22.768,0,120,4
2316,5.879,7.968,0,45,2
2986,3.435,4.691,0,32,1
4323,9.779,14.645,0,75,3
