0.377216667,0
10.38571667,0
12.5386,0
12.63028333,0
12.64195,0
12.70945,0
12.77245,0
12.83013333,0
12.89013333,0
12.94763333,0
13.00765,0
13.06498333,0
13.12531667,0
13.18283333,0
13.243,0
13.299,0
13.36051667,0
13.41701667,0
13.4782,0
13.5352,0
13.5957,0
13.65221667,0
13.70671667,0
13.76555,0
13.82256667,0
13.88323333,0
13.94023333,0
14.00091667,0
14.05725,0
14.11841667,0
14.17693333,0
14.2361,0
14.28943333,0
14.34728333,0
15.79041667,0
17.2144,0
18.65386667,0
22.15431667,0
37.53846667,0
52.62318333,0
54.8044,0
54.89606667,0
54.90908333,0
54.97708333,0
55.03975,0
55.09643333,0
55.15726667,0
55.2166,0
55.27495,0
55.33228333,0
55.39245,0
55.4488,0
55.50996667,0
55.5658,0
55.62781667,0
55.68331667,0
55.74533333,0
55.80383333,0
55.863,0
55.91951667,0
55.98051667,0
56.03785,0
56.0982,0
56.1567,0
56.21603333,0
56.27321667,0
56.33338333,0
56.39038333,0
56.45106667,0
56.50773333,0
56.56856667,0
56.62575,0
58.08371667,0
59.52053333,0
60.97468333,0
64.50993333,0
79.80475,0
94.89066667,0
97.05205,0
97.14371667,0
97.1529,0
97.2214,0
97.2809,0
97.33708333,0
97.39258333,0
97.45075,0
97.50843333,0
97.56843333,0
97.62576667,0
97.68611667,0
97.74111667,0
97.80378333,0
97.85996667,0
97.9213,0
97.97663333,0
98.03881667,0
98.09515,0
98.15648333,0
98.2145,0
98.27416667,0
98.3305,0
98.39168333,0
98.44951667,0
98.50936667,0
98.5672,0
98.62686667,0
98.68338333,0
98.74455,0
98.80055,0
98.86223333,0
100.3013667,0
101.7271833,0
103.16015,0
106.6637333,0
122.0520667,0
137.1356167,0
139.2994833,0
139.3911667,0
139.404,0
139.472,0
139.5346833,0
139.5935167,0
139.6523667,0
139.7097,0
139.7698667,0
139.8272167,0
139.88755,0
139.94455,0
140.0052333,0
140.0600667,0
140.1227333,0
140.1769167,0
140.2534167,0
140.31125,0
140.3711,0
140.4262667,0
140.4886,0
140.5432833,0
140.6062833,0
140.66095,0
140.7238,0
140.7814667,0
140.8414833,0
140.8993167,0
140.95915,0
141.0148333,0
141.0766667,0
141.1345,0
142.5719833,0
144.0156167,0
145.4654333,0
148.9790167,0
164.2998333,0
179.3852333,0
181.5406167,0
181.6322833,0
181.6451167,0
181.7141333,0
181.7756333,0
181.8334833,0
181.8933167,0
181.9483167,0
182.024,0
182.0828333,0
182.142,0
182.2070167,0
182.2630167,0
182.3245333,0
182.3827,0
182.4422,0
182.5003833,0
182.5597167,0
182.61755,0
182.6774,0
182.7350667,0
182.7949,0
182.85075,0
182.9125833,0
182.9684167,0
183.0301,0
183.0862667,0
183.1477667,0
183.20495,0
183.26545,0
183.32295,0
183.3829667,0
184.8329333,0
186.2699167,0
187.7118833,0
191.2200333,0
206.5411333,0
221.6265167,0
223.7997333,0
223.8914167,0
223.90075,0
223.97125,0
224.0346,0
224.0952667,0
224.1541,0
224.2131167,0
224.2707833,0
224.3306167,0
224.3881333,0
224.4481333,0
224.5054667,0
224.5658167,0
224.6229833,0
224.6834833,0
224.7405,0
224.801,0
224.8565,0
224.9185167,0
224.97435,0
225.0300167,0
225.0883667,0
225.1452,0
225.2062,0
225.2622167,0
225.3237167,0
225.3779,0
225.4354,0
225.4935667,0
225.5510833,0
225.6114167,0
227.0622333,0
228.5027,0
229.96085,0
233.4872667,0
248.79975,0
263.8833667,0
266.04225,0
266.1339167,0
266.1430833,0
266.2191,0
266.2844333,0
266.34145,0
266.4021167,0
266.4596167,0
266.5196333,0
266.5761333,0
266.6306333,0
266.68965,0
266.7474833,0
266.80715,0
266.8725,0
266.93,0
266.99,0
267.0460167,0
267.1076833,0
267.16385,0
267.2253667,0
267.2805333,0
267.3367,0
267.39505,0
267.4527167,0
267.5127333,0
267.5707333,0
267.6304,0
267.68725,0
267.7480833,0
267.80475,0
267.8656,0
269.3090667,0
270.7538833,0
272.20685,0
275.7301,0
291.0422667,0
306.12575,0
308.2904667,0
308.3821333,0
308.3949833,0
308.4634833,0
308.52565,0
308.5823333,0
308.6433333,0
308.699,0
308.7610167,0
308.8166833,0
308.87235,0
308.9325333,0
308.9892,0
309.0483667,0
309.10555,0
309.16605,0
309.2238833,0
309.2835667,0
309.3392333,0
309.4012333,0
309.4584167,0
309.51875,0
309.5754333,0
309.6362667,0
309.6912667,0
309.7477833,0
309.8061167,0
309.8657833,0
309.9241333,0
309.9809667,0
310.0416333,0
310.09965,0
311.5506167,0
312.9934333,0
314.4327333,0
317.9437,0
333.2908167,0
348.3687667,0
350.5318167,0
350.6234833,0
350.6363167,0
350.7046667,0
350.767,0
350.8218333,0
350.8786833,0
350.9370167,0
350.99435,0
351.0487,0
351.1070333,0
351.1642,0
351.2247167,0
351.2818833,0
351.3422333,0
351.4010667,0
351.4599,0
351.51625,0
351.5774167,0
351.6330833,0
351.6951,0
351.7529333,0
351.8126,0
351.8711167,0
351.9302833,0
351.9881167,0
352.0479667,0
352.1058,0
352.1653,0
352.2233167,0
352.28315,0
352.33915,0
353.7853,0
355.2351167,0
356.6884167,0
360.2019167,0
375.5325167,4.75
390.6109333,4.75
392.7789667,4.75
392.87065,4.75
392.8798167,4.75
392.94815,4.75
393.0091667,4.75
393.0656667,4.75
393.12635,4.75
393.1826833,4.75
393.24385,4.75
393.3010333,4.75
393.3615333,4.75
393.4188667,4.75
393.4792167,4.75
393.5372167,4.75
393.59655,4.75
393.6535667,4.75
393.7144,4.75
393.7699,4.75
393.8320833,4.75
393.8894167,4.75
393.9495833,4.75
394.0072667,4.75
394.0671,4.75
394.1242667,4.75
394.1847833,4.75
394.24245,4.75
394.3024667,4.75
394.3603,4.75
394.4199667,4.75
394.4763167,4.75
394.53765,4.75
394.59465,4.75
396.0528,4.75
397.4896,4.75
398.9174167,4.75
402.4321,4.75
417.779,4.75
432.8625333,4.75
435.0284167,4.75
435.1200833,4.75
435.1329167,4.75
435.2004333,4.75
435.2636,4.75
435.3187667,4.75
435.3812833,4.75
435.4387833,4.75
435.4987833,4.75
435.5559667,4.75
435.6164667,4.75
435.6746333,4.75
435.7339833,4.75
435.79165,4.75
435.85165,4.75
435.9096667,4.75
435.9691667,4.75
436.0263333,4.75
436.08685,4.75
436.14235,4.75
436.2045333,4.75
436.2612,4.75
436.3220333,4.75
436.3788833,4.75
436.4397167,4.75
436.4973833,4.75
436.5504,4.75
436.6095667,4.75
436.6675667,4.75
436.7270833,4.75
436.7840833,4.75
436.8449167,4.75
438.2947333,4.75
439.7598833,4.75
441.2205167,4.75
444.71445,4.75
460.0291,4.75
